script_id,title,year,gross,writer,producer,director,total female words,total male words,percentage female,percentage_male,cx,cy
3892,Barney's Version,2010,8,m,m,m,3448,7539,0.31,0.69,0,0
3918,Below,2002,0,m,m,m,1301,7161,0.15,0.85,0,0
3920,Beowulf,2007,103,m,m,m,1433,4940,0.22,0.78,0,0
3947,Blue Valentine,2010,10,m,m,m,2694,5025,0.35,0.65,0,0
3951,Boiler Room,2000,27,m,m,m,1465,13596,0.1,0.9,0,0
3952,The Boondock Saints II: All Saints Day,2009,11,m,m,m,2397,7359,0.25,0.75,0,0
3959,The Brave One,2007,46,m,m,m,2603,2557,0.5,0.5,0,0
3966,Bright Star,2009,5,f,f,f,4452,4508,0.5,0.5,0,0
3970,Brooklyn's Finest,2009,31,m,m,m,1041,6233,0.14,0.86,0,0
3972,Brothers,2009,33,m,m,m,3002,5589,0.35,0.65,0,0
3973,The Bucket List,2007,118,m,m,m,965,10115,0.09,0.91,0,0
4008,Children of Men,2006,46,m,m,m,2339,5282,0.31,0.69,0,0
4012,Chocolat,2000,115,f,m,m,3254,3224,0.5,0.5,0,0
4040,Conviction,2010,7,f,m,m,5231,2166,0.71,0.29,0,0
4042,Cop Out,2010,49,m,m,m,307,9939,0.03,0.97,0,0
4047,Crash,2004,76,m,m,m,2552,8110,0.24,0.76,0,0
4049,The Crazies,2010,43,m,m,m,898,2781,0.24,0.76,0,0
4065,Dallas Buyers Club,2013,29,m,m,m,1138,6225,0.15,0.85,0,0
4087,Daybreakers,2009,34,m,m,m,891,3898,0.19,0.81,0,0
4105,Despicable Me,2010,277,m,f,m,1368,3576,0.28,0.72,0,0
4109,The Devil Wears Prada,2006,166,f,m,m,8729,2741,0.76,0.24,0,0
4115,Dinner for Schmucks,2010,80,m,m,m,1386,7341,0.16,0.84,0,0
4117,The Diving Bell and the Butterfly,2007,7,m,m,m,2541,4911,0.34,0.66,0,0
4121,Domino,2005,13,m,m,m,5945,4437,0.57,0.43,0,0
4137,The Duchess,2008,16,m,f,m,4727,2982,0.61,0.39,0,0
4150,Edge of Darkness,2010,47,m,m,m,701,11243,0.06,0.94,0,0
4157,Pan's Labyrinth,2006,49,m,m,m,1753,2262,0.44,0.56,0,0
4169,Erin Brockovich,2000,203,f,m,m,9126,5659,0.62,0.38,0,0
4185,The Expendables,2010,113,m,m,m,727,6963,0.09,0.91,0,0
4199,Far from Heaven,2002,23,m,m,m,6403,3434,0.65,0.35,0,0
4208,The Fifth Estate,2013,3,m,m,m,1487,8702,0.15,0.85,0,0
4220,Flightplan,2005,121,m,m,m,2691,2526,0.52,0.48,0,0
4221,For Colored Girls,2010,41,m,m,m,10597,1580,0.87,0.13,0,0
4251,Fun with Dick and Jane,2005,149,m,m,m,832,1082,0.43,0.57,0,0
4260,Get Him to the Greek,2010,67,m,m,m,1154,11164,0.09,0.91,0,0
4306,Green Zone,2010,38,m,f,m,750,6862,0.1,0.9,0,0
4311,Halloween,2007,73,m,m,m,2875,1827,0.61,0.39,0,0
4339,Harry Potter and the Half-Blood Prince,2009,350,f,m,m,2249,10693,0.17,0.83,0,0
4341,Hate Crime,2012,0,m,m,m,217,4900,0.04,0.96,0,0
4352,Her,2013,27,m,f,m,5216,5009,0.51,0.49,0,0
4361,Hitchcock,2012,6,m,m,m,2378,5300,0.31,0.69,0,0
4365,Holes,2003,97,m,m,m,829,6583,0.11,0.89,0,0
4373,Hot Rod,2007,17,f,m,m,1793,10634,0.14,0.86,0,0
4379,How Do You Know,2010,33,m,f,m,5179,7217,0.42,0.58,0,0
4392,I Am Legend,2007,323,m,m,m,1383,5654,0.2,0.8,0,0
4397,Identity,2003,74,m,m,m,1230,3140,0.28,0.72,0,0
4399,Idiocracy,2006,0,m,f,m,1668,6829,0.2,0.8,0,0
4403,In Good Company,2004,63,m,f,m,1765,7656,0.19,0.81,0,0
4404,In Her Shoes,2005,44,f,f,m,8498,1622,0.84,0.16,0,0
4422,The Informant!,2009,38,m,m,m,649,11609,0.05,0.95,0,0
4440,It's Kind of a Funny Story,2010,7,f,m,f,1613,7321,0.18,0.82,0,0
4453,Jeepers Creepers II,2003,50,m,m,m,1157,4827,0.19,0.81,0,0
4474,Kill Bill (Pt 1+2),2003,101,m,m,m,6797,6710,0.5,0.5,0,0
4477,Kill Your Darlings,2013,1,m,m,m,476,5574,0.08,0.92,0,0
4525,Letters to Juliet,2010,58,m,f,m,5078,4128,0.55,0.45,0,0
4539,Little Children,2006,7,m,m,m,2891,2962,0.49,0.51,0,0
4540,Little Miss Sunshine,2006,79,m,m,m,2852,5594,0.34,0.66,0,0
4549,The Lookout,2007,5,m,m,m,1193,10552,0.1,0.9,0,0
4554,The Lorax,2012,233,m,m,m,901,4266,0.17,0.83,0,0
4575,Made in Dagenham,2010,1,m,m,m,6394,3492,0.65,0.35,0,0
4596,Maria Full of Grace,2004,9,m,m,m,5364,2635,0.67,0.33,0,0
4605,Mean Girls,2004,120,f,f,m,6490,1415,0.82,0.18,0,0
4608,Memoirs of a Geisha,2005,77,f,m,m,4204,1686,0.71,0.29,0,0
4619,Michael Clayton,2007,61,m,m,m,1158,6538,0.15,0.85,0,0
4647,Mother and Child,2009,1,m,f,m,8093,1556,0.84,0.16,0,0
4648,The Mothman Prophecies,2002,52,m,m,m,2182,7502,0.23,0.77,0,0
4661,The Mummy: Tomb of the Dragon Emperor,2008,123,m,m,m,3499,4660,0.43,0.57,0,0
4684,National Treasure,2004,242,m,m,m,1013,6661,0.13,0.87,0,0
4686,Nebraska,2013,18,m,m,m,2369,6135,0.28,0.72,0,0
4690,Never Let Me Go,2010,2,m,m,m,5047,1432,0.78,0.22,0,0
4725,Nowhere Boy,2009,1,f,m,f,2042,2575,0.44,0.56,0,0
4727,The Number 23,2007,44,m,m,m,1687,5039,0.25,0.75,0,0
4730,"O Brother, Where Art Thou?",2000,73,m,m,m,312,8450,0.04,0.96,0,0
4787,The Place Beyond the Pines,2012,23,m,m,m,1860,9051,0.17,0.83,0,0
4812,Possession,2002,15,m,m,m,4506,2202,0.67,0.33,0,0
4815,The Prestige,2006,70,m,m,m,1292,8090,0.14,0.86,0,0
4829,Public Enemies,2009,112,m,m,m,1132,6857,0.14,0.86,0,0
4844,Rabbit Hole,2010,2,m,f,m,4028,2120,0.66,0.34,0,0
4853,Ratatouille,2007,260,m,m,m,1054,7243,0.13,0.87,0,0
4863,Rent,2005,39,m,m,m,3014,5602,0.35,0.65,0,0
4866,Requiem for a Dream,2000,5,m,m,m,3550,4910,0.42,0.58,0,0
4871,Return to Me,2000,52,f,m,f,1748,3938,0.31,0.69,0,0
4874,The Ring,2002,193,m,m,m,4150,2198,0.65,0.35,0,0
4896,Wild Things: Diamonds in the Rough,2005,30,m,m,m,3890,2886,0.57,0.43,0,0
4899,The Rules of Attraction,2002,9,m,m,m,2591,7308,0.26,0.74,0,0
4918,Scary Movie 2,2001,109,m,m,m,4097,5751,0.42,0.58,0,0
4925,The Secret Life of Walter Mitty,2013,62,m,m,m,1114,6720,0.14,0.86,0,0
4928,Secretariat,2010,65,m,m,m,4534,4781,0.49,0.51,0,0
4949,Short Term 12,2013,1,m,m,m,3458,3904,0.47,0.53,0,0
4963,A Single Man,2009,10,m,m,m,1047,4874,0.18,0.82,0,0
4988,Solaris,2002,22,m,m,m,2274,3797,0.37,0.63,0,0
4992,The Wedding Date,2005,42,f,f,f,5664,4219,0.57,0.43,0,0
5001,The Sorcerer's Apprentice,2010,69,m,m,m,1072,6849,0.14,0.86,0,0
5038,Star Trek: Nemesis,2002,64,m,m,m,950,9305,0.09,0.91,0,0
5066,Stuart Little 2,2002,96,m,m,m,1781,3938,0.31,0.69,0,0
5083,Sweeney Todd: The Demon Barber of Fleet Street,2007,66,m,f,m,3375,5275,0.39,0.61,0,0
5142,The Town,2010,101,m,f,m,2716,9466,0.22,0.78,0,0
5145,Toy Story 3,2010,457,m,f,m,2429,7697,0.24,0.76,0,0
5163,The Twilight Saga: Eclipse,2010,331,f,m,m,957,1411,0.4,0.6,0,0
5164,The Twilight Saga: New Moon,2009,344,f,m,m,8778,9276,0.49,0.51,0,0
5170,Away We Go,2009,10,m,f,m,5067,6226,0.45,0.55,0,0
5183,Vantage Point,2008,87,m,m,m,1300,2599,0.33,0.67,0,0
5185,Vicky Cristina Barcelona,2008,28,m,f,m,6533,7090,0.48,0.52,0,0
5186,The Village,2004,159,m,m,m,2219,1447,0.61,0.39,0,0
5209,We Need to Talk About Kevin,2011,1,f,f,f,3516,3518,0.5,0.5,0,0
5221,Where the Wild Things Are,2009,89,m,m,m,1431,4332,0.25,0.75,0,0
5222,Whip It,2009,15,f,f,f,5761,1896,0.75,0.25,0,0
5238,Winter's Bone,2010,7,f,f,f,3347,2240,0.6,0.4,0,0
5248,X-Men 2,2003,310,m,m,m,682,3182,0.18,0.82,0,0
5256,The Young Victoria,2009,12,m,f,m,5587,6054,0.48,0.52,0,0
5300,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,396,m,m,m,1842,2805,0.4,0.6,0,0
5315,Girl with a Pearl Earring,2003,16,f,m,m,4362,3916,0.53,0.47,0,0
5368,A Most Violent Year,2014,6,m,m,m,1644,10130,0.14,0.86,0,0
5373,Amour,2012,7,m,m,m,2294,4183,0.35,0.65,0,0
5376,Another Year,2010,3,m,f,m,8280,5715,0.59,0.41,0,0
5378,August: Osage County,2013,40,m,m,m,11625,3380,0.77,0.23,0,0
5381,Before Midnight,2013,8,m,f,m,7529,7977,0.49,0.51,0,0
5383,Belle,2013,11,m,m,f,4586,4228,0.52,0.48,0,0
5385,Birdman or (The Unexpected Virtue of Ignorance),2014,45,m,f,m,3023,6884,0.31,0.69,0,0
5386,Boyhood,2014,27,m,f,m,5926,10675,0.36,0.64,0,0
5388,Bridge of Spies,2015,74,m,m,m,272,8959,0.03,0.97,0,0
5392,Coraline,2009,87,m,m,m,4436,1648,0.73,0.27,0,0
5397,Dear White People,2014,4,m,f,m,4131,7000,0.37,0.63,0,0
5399,Enough Said,2013,18,f,f,f,5673,2121,0.73,0.27,0,0
5400,Ex Machina,2015,26,m,m,m,1143,6455,0.15,0.85,0,0
5401,Far from the Madding Crowd,2015,12,m,f,m,3067,3473,0.47,0.53,0,0
5404,Frankenweenie,2012,38,m,f,m,1219,2952,0.29,0.71,0,0
5408,Get on Up,2014,32,m,m,m,264,7328,0.03,0.97,0,0
5410,Grandma,2015,7,m,m,m,6909,818,0.89,0.11,0,0
5416,Hyde Park on Hudson,2012,6,m,m,m,3558,3329,0.52,0.48,0,0
5418,I'll See You in My Dreams,2015,7,m,m,m,7170,2446,0.75,0.25,0,0
5419,The Imitation Game,2014,97,m,f,m,1836,8798,0.17,0.83,0,0
5420,Infinitely Polar Bear,2014,1,f,m,f,4583,4361,0.51,0.49,0,0
5423,Into the Woods,2014,136,m,m,m,3652,3535,0.51,0.49,0,0
5424,Inside Out,2015,367,m,m,m,4836,2696,0.64,0.36,0,0
5431,Locke,2013,1,m,m,m,827,8226,0.09,0.91,0,0
5432,Learning to Drive,2014,3,f,f,f,3064,3208,0.49,0.51,0,0
5435,Love Is Strange,2014,2,m,m,m,2296,7766,0.23,0.77,0,0
5440,Me and Earl and the Dying Girl,2015,6,m,m,m,2585,7326,0.26,0.74,0,0
5448,Mr. Turner,2014,4,m,m,m,3117,6134,0.34,0.66,0,0
5456,Pawn Sacrifice,2014,2,m,m,m,752,6724,0.1,0.9,0,0
5458,Please Give,2010,4,f,m,f,6214,1278,0.83,0.17,0,0
5467,Slow West,2015,0,m,f,m,0,1707,0,1,0,0
5468,Smashed,2012,0,f,f,m,5010,3115,0.62,0.38,0,0
5471,Spring Breakers,2012,15,m,m,m,1185,734,0.62,0.38,0,0
5472,St. Vincent,2014,46,m,m,m,1924,5672,0.25,0.75,0,0
5473,Steve Jobs,2015,18,m,m,m,4925,15636,0.24,0.76,0,0
5476,Suffragette,2015,4,f,m,f,3791,2447,0.61,0.39,0,0
5477,The American,2010,39,m,f,m,1419,3193,0.31,0.69,0,0
5478,Testament of Youth,2014,1,f,f,m,5190,3058,0.63,0.37,0,0
5481,The Boxtrolls,2014,54,f,m,m,1084,4147,0.21,0.79,0,0
5482,The Croods,2013,200,m,f,m,2125,5019,0.3,0.7,0,0
5485,The End of the Tour,2015,3,m,m,m,304,3117,0.09,0.91,0,0
5489,The Great Gatsby,2013,155,m,m,m,1840,8662,0.18,0.82,0,0
5492,The Invisible Woman,2013,1,f,f,m,2873,1581,0.65,0.35,0,0
5496,The Big Short,2015,62,m,m,m,1449,8064,0.15,0.85,0,0
5501,The Grand Budapest Hotel,2014,62,m,m,m,105,8252,0.01,0.99,0,0
5502,The Theory of Everything,2014,38,m,m,m,1806,4099,0.31,0.69,0,0
5509,Wadjda,2012,1,f,f,f,6800,1011,0.87,0.13,0,0
5515,Woman in Gold,2015,34,m,f,m,5047,6685,0.43,0.57,0,0
5516,Wreck-It Ralph,2012,206,m,m,m,2358,5333,0.31,0.69,0,0
5532,The Fast and the Furious,2001,222,m,m,m,699,5416,0.11,0.89,0,0
5803,Amälie,2001,51,m,m,m,3887,3093,0.56,0.44,0,0
5820,A Beautiful Mind,2001,262,m,m,m,1496,6487,0.19,0.81,0,0
5847,City of God,2002,11,m,f,m,771,7610,0.09,0.91,0,0
5930,Million Dollar Baby,2004,140,m,m,m,2035,8517,0.19,0.81,0,0
6000,There Will Be Blood,2007,50,m,m,m,0,8052,0,1,0,0
6029,Pixels,2015,81,m,m,m,406,1055,0.28,0.72,0,0
6030,2 Guns,2013,80,m,m,m,583,9206,0.06,0.94,0,0
6037,Arthur Christmas,2011,50,m,f,f,250,3530,0.07,0.93,0,0
6038,Click,2006,181,m,m,m,1575,7856,0.17,0.83,0,0
6039,Cloudy with a Chance of Meatballs 2,2013,128,f,m,m,1460,7132,0.17,0.83,0,0
6040,Captain Phillips,2013,114,m,m,m,487,6618,0.07,0.93,0,0
6042,Friends with Benefits,2011,61,m,f,m,4084,3703,0.52,0.48,0,0
6050,Monster House,2006,97,m,m,m,2086,4218,0.33,0.67,0,0
6052,Pompeii,2014,24,f,m,m,1537,5045,0.23,0.77,0,0
6054,Resident Evil: Retribution,2012,46,m,m,m,2622,2206,0.54,0.46,0,0
6056,Sparkle,2012,26,f,m,m,5326,4048,0.57,0.43,0,0
6058,Salt,2010,130,m,m,m,1802,3929,0.31,0.69,0,0
6059,The Smurfs,2011,156,m,f,m,2019,6491,0.24,0.76,0,0
6060,The Smurfs 2,2013,75,m,f,m,1858,5441,0.25,0.75,0,0
6063,The Tourist,2010,74,m,m,m,999,3174,0.24,0.76,0,0
6066,White House Down,2013,78,m,m,m,1748,7807,0.18,0.82,0,0
6092,Interstellar,2014,200,m,m,m,2276,7187,0.24,0.76,0,0
6095,The Equalizer,2014,108,m,m,m,772,3555,0.18,0.82,0,0
6108,The Mist,2007,32,m,m,m,3560,9211,0.28,0.72,0,0
6121,The Expendables 2,2012,92,m,m,m,538,5082,0.1,0.9,0,0
6150,No Country for Old Men,2007,93,m,m,m,1215,7105,0.15,0.85,0,0
6156,Ouija,2014,54,f,m,m,5783,1878,0.75,0.25,0,0
6190,Wrong Turn,2003,22,m,m,m,2154,3442,0.38,0.62,0,0
6193,Kill Bill: Vol. 2,2004,92,m,m,m,2530,5283,0.32,0.68,0,0
6213,Charlie Bartlett,2007,4,m,f,m,1426,5730,0.2,0.8,0,0
6215,Nick and Norah's Infinite Playlist,2008,38,f,m,m,1526,4129,0.27,0.73,0,0
6270,Fury,2014,91,m,m,m,0,6838,0,1,0,0
6271,Gone Girl,2014,178,f,f,m,6451,4805,0.57,0.43,0,0
6300,Horns,2013,0,m,m,m,1997,8335,0.19,0.81,0,0
6302,Killing Them Softly,2012,16,m,m,m,0,16153,0,1,0,0
6313,Red Dragon,2002,139,m,m,m,1074,3217,0.25,0.75,0,0
6315,Hannibal Rising,2007,35,m,m,m,737,4024,0.15,0.85,0,0
6331,Pacific Rim,2013,109,m,m,m,2625,7084,0.27,0.73,0,0
6360,28 Days Later...,2002,67,m,m,m,1304,3309,0.28,0.72,0,0
6401,"Synecdoche, New York",2008,3,m,m,m,6089,5324,0.53,0.47,0,0
6407,Adaptation.,2002,33,f,m,m,2863,6817,0.3,0.7,0,0
6410,Take This Waltz,2011,1,f,f,f,4404,4061,0.52,0.48,0,0
6420,Dredd,2012,14,m,m,m,1838,3298,0.36,0.64,0,0
6486,The A-Team,2010,85,m,m,m,529,7190,0.07,0.93,0,0
6495,Jack Reacher,2012,87,m,m,m,2908,3057,0.49,0.51,0,0
6515,Gosford Park,2001,63,m,m,m,5387,5321,0.5,0.5,0,0
6522,End of Watch,2012,44,m,m,m,1156,7372,0.14,0.86,0,0
6527,Cake,2014,1,m,f,m,5276,946,0.85,0.15,0,0
6529,Lucy,2014,135,m,f,m,3143,2827,0.53,0.47,0,0
6537,1408,2007,91,m,m,m,284,3039,0.09,0.91,0,0
6552,Dreamcatcher,2003,48,m,m,m,123,4341,0.03,0.97,0,0
6568,Hannibal,2001,253,f,m,m,2265,5343,0.3,0.7,0,0
6571,The Girl with the Dragon Tattoo,2011,113,m,f,m,3713,8965,0.29,0.71,0,0
6605,Art School Confidential,2006,4,m,m,m,1604,5638,0.22,0.78,0,0
6614,Cosmopolis,2012,0,m,m,m,2278,6498,0.26,0.74,0,0
6622,The Wolfman,2010,68,m,m,m,1356,7630,0.15,0.85,0,0
6634,The Hundred-Foot Journey,2014,57,m,m,m,2791,3113,0.47,0.53,0,0
6649,Prometheus,2012,137,m,m,m,1746,3490,0.33,0.67,0,0
6672,Hulk,2003,190,m,m,m,545,8096,0.06,0.94,0,0
6679,Spider-Man 2,2004,522,m,m,m,2110,6488,0.25,0.75,0,0
6724,The Way of the Gun,2000,9,m,m,m,1878,9754,0.16,0.84,0,0
6747,In Time,2011,41,m,m,m,1216,4560,0.21,0.79,0,0
6752,Team America: World Police,2004,45,m,m,m,575,1073,0.35,0.65,0,0
6815,The Life Aquatic with Steve Zissou,2004,33,m,m,m,1821,11486,0.14,0.86,0,0
6816,The Royal Tenenbaums,2001,80,m,m,m,1581,6016,0.21,0.79,0,0
6822,A Scanner Darkly,2006,7,m,m,m,2171,9556,0.19,0.81,0,0
6827,The Zero Theorem,2013,0,m,m,m,1901,6494,0.23,0.77,0,0
6832,The Darjeeling Limited,2007,15,m,m,m,1093,6798,0.14,0.86,0,0
6833,Match Point,2005,31,m,f,m,8158,11630,0.41,0.59,0,0
6845,Taken,2008,175,m,m,m,1812,5337,0.25,0.75,0,0
6854,The Squid and the Whale,2005,9,m,m,m,1675,4021,0.29,0.71,0,0
6864,Kick-Ass,2010,52,f,m,m,1625,8195,0.17,0.83,0,0
6867,Inherent Vice,2014,8,m,m,m,4888,10564,0.32,0.68,0,0
6903,The Lunchbox,2013,4,m,m,m,1951,3311,0.37,0.63,0,0
6905,Whiplash,2014,13,m,m,m,497,8395,0.06,0.94,0,0
6907,Wild,2014,40,m,m,m,7105,2736,0.72,0.28,0,0
6908,The Judge,2014,50,m,m,m,1261,9648,0.12,0.88,0,0
6910,Big Eyes,2014,15,m,m,m,3125,5218,0.37,0.63,0,0
6911,Still Alice,2014,19,m,f,m,5537,3514,0.61,0.39,0,0
6912,The Babadook,2014,0,f,f,f,4675,1798,0.72,0.28,0,0
6916,Before Sunset,2004,8,m,f,m,5030,3993,0.56,0.44,0,0
6918,Exodus: Gods and Kings,2014,69,m,m,m,114,5467,0.02,0.98,0,0
6919,Oculus,2013,29,m,m,m,3962,2608,0.6,0.4,0,0
6962,Seeking a Friend for the End of the World,2012,7,f,f,f,2790,4154,0.4,0.6,0,0
6965,Frost/Nixon,2008,22,m,m,m,492,13136,0.04,0.96,0,0
6968,Inside Man,2006,117,m,m,m,1916,10690,0.15,0.85,0,0
7057,Super,2010,0,m,f,m,2231,4267,0.34,0.66,0,0
7058,Scooby-Doo,2002,229,m,m,m,2224,6008,0.27,0.73,0,0
7093,True Grit,2010,188,m,m,m,3200,4602,0.41,0.59,0,0
7104,The Ward,2010,0,m,m,m,2931,1377,0.68,0.32,0,0
7126,Shopgirl,2005,13,m,m,m,3308,3087,0.52,0.48,0,0
7130,Killer Joe,2011,2,m,m,m,2392,6661,0.26,0.74,0,0
7149,My Bloody Valentine,2009,59,m,m,m,1287,3267,0.28,0.72,0,0
7157,Jennifer's Body,2009,18,f,m,f,7381,2447,0.75,0.25,0,0
7171,The Ides of March,2011,44,m,m,m,1441,9172,0.14,0.86,0,0
7174,Friday the 13th,2009,75,m,m,m,1671,2958,0.36,0.64,0,0
7214,The Aviator,2004,144,m,m,m,2608,12159,0.18,0.82,0,0
7216,Cabin Fever 2: Spring Fever,2009,21,m,m,m,1130,6320,0.15,0.85,0,0
7231,Predators,2010,57,m,f,m,561,1971,0.22,0.78,0,0
7243,Black Hawk Down,2001,167,m,m,m,0,7647,0,1,0,0
7247,The Good Shepherd,2006,79,m,m,m,780,9212,0.08,0.92,0,0
7251,A Perfect Getaway,2009,17,m,m,m,1388,4685,0.23,0.77,0,0
7252,Riddick,2013,44,m,f,m,523,4431,0.11,0.89,0,0
7278,Tower Heist,2011,85,m,m,m,753,6317,0.11,0.89,0,0
7298,The Spectacular Now,2013,7,m,m,m,3338,7396,0.31,0.69,0,0
7302,Tucker and Dale vs. Evil,2010,0,m,m,m,1481,5703,0.21,0.79,0,0
7307,Maps to the Stars,2014,0,m,m,m,4136,3360,0.55,0.45,0,0
7329,Ghost Town,2008,15,m,m,m,2258,9996,0.18,0.82,0,0
7330,Indiana Jones and the Kingdom of the Crystal Skull,2008,384,m,f,m,1977,8723,0.18,0.82,0,0
7332,Mortdecai,2015,7,m,f,m,1583,7576,0.17,0.83,0,0
7344,Saw IV,2007,80,m,m,m,825,4275,0.16,0.84,0,0
7349,The Lazarus Effect,2015,26,m,m,m,2000,3608,0.36,0.64,0,0
7358,Philomena,2013,40,m,f,m,5052,3617,0.58,0.42,0,0
7361,The Riot Club,2014,0,f,m,f,1124,8333,0.12,0.88,0,0
7364,The Devil's Rejects,2005,22,m,m,m,3513,14289,0.2,0.8,0,0
7378,Four Lions,2010,0,m,m,m,186,9760,0.02,0.98,0,0
7406,Snowpiercer,2013,4,m,m,m,1438,4921,0.23,0.77,0,0
7413,American Sniper,2014,372,m,m,m,1183,2859,0.29,0.71,0,0
7427,Unstoppable,2010,89,m,m,m,2839,5382,0.35,0.65,0,0
7446,Hellboy,2004,82,m,m,m,806,5472,0.13,0.87,0,0
7447,Identity Thief,2013,143,m,f,m,2833,5598,0.34,0.66,0,0
7466,Prince of Persia: The Sands of Time,2010,100,m,m,m,1558,6119,0.2,0.8,0,0
7475,Vacancy,2007,24,m,f,m,1337,3537,0.27,0.73,0,0
7502,Mystic River,2003,129,m,m,m,1051,9709,0.1,0.9,0,0
7516,Carrie,2013,37,m,m,m,5541,2766,0.67,0.33,0,0
7545,Run All Night,2015,27,m,m,m,787,6676,0.11,0.89,0,0
7554,The Gunman,2015,10,m,m,m,1078,4523,0.19,0.81,0,0
7557,Sleeping Beauty,2011,0,f,f,f,1603,1493,0.52,0.48,0,0
7563,The Hurt Locker,2008,19,m,f,f,0,5392,0,1,0,0
7597,28 Weeks Later,2007,36,m,m,m,1019,2091,0.33,0.67,0,0
7623,Cyrus,2010,8,m,m,m,2547,4186,0.38,0.62,0,0
7624,"Jeff, Who Lives at Home",2011,4,m,f,m,1392,4315,0.24,0.76,0,0
7627,The Other Guys,2010,131,m,m,m,767,9845,0.07,0.93,0,0
7630,Anchorman: The Legend of Ron Burgundy,2004,117,m,m,m,2206,7864,0.22,0.78,0,0
7651,Jumper,2008,97,m,m,m,1356,7489,0.15,0.85,0,0
7657,Sherlock Holmes,2009,242,m,m,m,1200,8622,0.12,0.88,0,0
7659,Noah,2014,107,m,m,m,1341,4737,0.22,0.78,0,0
7681,Now You See Me,2013,126,m,m,m,1764,7339,0.19,0.81,0,0
7682,Push,2009,36,m,m,m,2826,2098,0.57,0.43,0,0
7695,The Descent,2005,35,m,m,m,4076,0,1,0,0,0
7696,Doomsday,2008,13,m,m,m,3610,7546,0.32,0.68,0,0
7698,My Big Fat Greek Wedding,2002,360,f,m,m,4632,3304,0.58,0.42,0,0
7706,Pain & Gain,2013,53,m,m,m,575,6621,0.08,0.92,0,0
7709,Selma,2014,55,m,m,f,1363,12101,0.1,0.9,0,0
7716,American Ultra,2015,14,m,m,m,2966,5227,0.36,0.64,0,0
7730,Kingsman: The Secret Service,2014,136,f,m,m,799,11513,0.06,0.94,0,0
7731,The Green Inferno,2013,7,m,m,m,2747,4021,0.41,0.59,0,0
7732,The Final Girls,2015,0,m,m,m,5895,1988,0.75,0.25,0,0
7733,Terminator Genisys,2015,92,f,m,m,2204,6386,0.26,0.74,0,0
7737,You're Next,2011,20,m,m,m,2369,3416,0.41,0.59,0,0
7740,Sicario,2015,48,m,m,m,1438,5456,0.21,0.79,0,0
7742,The Rover,2014,1,m,m,m,1053,4603,0.19,0.81,0,0
7756,Straight Outta Compton,2015,166,m,m,m,675,9855,0.06,0.94,0,0
7763,Elysium,2013,99,m,f,m,2686,5888,0.31,0.69,0,0
7765,People Like Us,2012,13,m,m,m,4515,5351,0.46,0.54,0,0
7766,The Incredible Hulk,2008,163,m,m,m,1752,3730,0.32,0.68,0,0
7770,300,2006,280,m,m,m,1071,9348,0.1,0.9,0,0
7779,Insidious: Chapter 2,2013,89,m,m,m,2624,3585,0.42,0.58,0,0
7780,Hitch,2005,241,m,m,m,3631,6483,0.36,0.64,0,0
7808,Serendipity,2001,76,m,m,m,4173,4627,0.47,0.53,0,0
7820,Chef,2014,33,m,f,m,1978,7631,0.21,0.79,0,0
7822,The Maze Runner,2014,108,m,m,m,1155,8169,0.12,0.88,0,0
7829,Towelhead,2007,0,m,m,m,4579,5120,0.47,0.53,0,0
7834,22 Jump Street,2014,204,m,m,m,1591,8355,0.16,0.84,0,0
7836,Southpaw,2015,54,m,m,m,2051,9235,0.18,0.82,0,0
7849,Gangster Squad,2013,49,m,m,m,991,8474,0.1,0.9,0,0
7858,Get Hard,2015,93,m,m,m,1064,9330,0.1,0.9,0,0
7860,Two Night Stand,2014,0,m,m,m,5608,4713,0.54,0.46,0,0
7882,Lawless,2012,40,m,m,m,1097,9920,0.1,0.9,0,0
7901,Sorority Row,2009,13,m,m,m,6583,1993,0.77,0.23,0,0
7904,Final Destination 3,2006,71,m,m,m,4209,3947,0.52,0.48,0,0
7915,The Counselor,2013,18,m,m,m,656,2596,0.2,0.8,0,0
7924,Wanderlust,2012,18,m,m,m,3992,8991,0.31,0.69,0,0
7930,San Andreas,2015,159,m,m,m,1036,4322,0.19,0.81,0,0
7935,Blades of Glory,2007,149,m,m,m,1139,8559,0.12,0.88,0,0
7937,Everything Must Go,2010,2,m,m,m,316,6222,0.05,0.95,0,0
7942,Stranger Than Fiction,2006,53,m,f,m,4471,5758,0.44,0.56,0,0
7944,The Lego Movie,2014,274,m,f,m,1631,8573,0.16,0.84,0,0
7973,Seven Psychopaths,2012,16,m,m,m,634,10714,0.06,0.94,0,0
7974,Top Five,2014,26,m,m,m,3586,7035,0.34,0.66,0,0
7977,Sabotage,2014,11,m,m,m,3136,4623,0.4,0.6,0,0
7984,Cloudy with a Chance of Meatballs,2009,145,m,f,m,1495,5253,0.22,0.78,0,0
7986,Minions,2015,346,m,f,m,1828,1800,0.5,0.5,0,0
7991,"Monsters, Inc.",2001,445,m,f,m,399,10184,0.04,0.96,0,0
8007,A History of Violence,2005,42,m,m,m,2818,7891,0.26,0.74,0,0
8019,Calvary,2014,3,m,m,m,4003,4385,0.48,0.52,0,0
8021,The Guard,2011,5,m,m,m,698,9025,0.07,0.93,0,0
8029,The Hunger Games,2012,445,f,f,m,3799,4600,0.45,0.55,0,0
