script_id,title,year,gross,writer,producer,director,total female words,total male words,percentage female,percentage_male,cx,cy,poster_url
1846,Blade II,2002,122,m,m,m,2064,9512,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMjE0NzIwNzY0M15BMl5BanBnXkFtZTYwNTAyMDg5._V1_SX300.jpg
1855,The Blind Side,2009,296,m,m,m,7890,7144,0.52,0.48,0,0,http://ia.media-imdb.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg
1856,The Bling Ring,2013,6,f,m,f,4193,1582,0.73,0.27,0,0,http://ia.media-imdb.com/images/M/MV5BMTQzMTgwMzQxN15BMl5BanBnXkFtZTcwOTcwNTY0OQ@@._V1_SX300.jpg
1863,Blow,2001,81,m,m,m,3342,21740,0.13,0.87,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ5ODQwNzIxNV5BMl5BanBnXkFtZTYwNzAyMDE3._V1_SX300.jpg
1886,The Book of Eli,2010,104,m,f,m,4598,14518,0.24,0.76,0,0,http://ia.media-imdb.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg
1902,The Bourne Identity,2002,181,m,m,m,1397,5041,0.22,0.78,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ3MDA4MDIyN15BMl5BanBnXkFtZTYwOTg0Njk4._V1_SX300.jpg
1904,The Bourne Supremacy,2004,246,m,m,m,4048,6284,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTAxODk0MjEyMjZeQTJeQWpwZ15BbWU2MDgzMzExNw@@._V1_SX300.jpg
1907,The Bourne Ultimatum,2007,287,m,m,m,1996,8494,0.19,0.81,0,0,http://ia.media-imdb.com/images/M/MV5BMTgzNjMwOTM3N15BMl5BanBnXkFtZTcwMzA5MDY0MQ@@._V1_SX300.jpg
1909,The Box,2009,17,m,f,m,5008,8965,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@._V1_SX300.jpg
1922,Brick,2005,2,m,m,m,3234,16510,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BMTk4MjQzMzA2N15BMl5BanBnXkFtZTcwMTU2MzIzMQ@@._V1_SX300.jpg
1925,Bridesmaids,2011,185,f,m,m,9010,2014,0.82,0.18,0,0,http://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg
1933,Broken Embraces,2009,5,m,m,m,6200,8804,0.41,0.59,0,0,http://ia.media-imdb.com/images/M/MV5BMzA1ODU3MzI2NF5BMl5BanBnXkFtZTcwMzc3MzA3Mg@@._V1_SX300.jpg
1943,Buried,2010,1,m,m,m,869,13700,0.06,0.94,0,0,http://ia.media-imdb.com/images/M/MV5BMTg5MzU3OTIwOV5BMl5BanBnXkFtZTcwMzU3NzY3Mw@@._V1_SX300.jpg
1945,Burlesque,2010,43,m,f,m,10788,7068,0.6,0.4,0,0,http://ia.media-imdb.com/images/M/MV5BMTc4MzEyODI0Ml5BMl5BanBnXkFtZTcwNjIyNDQ4Mw@@._V1_SX300.jpg
1949,The Butterfly Effect,2004,58,m,m,m,5396,14040,0.28,0.72,0,0,http://ia.media-imdb.com/images/M/MV5BMTI1ODkxNzg2N15BMl5BanBnXkFtZTYwMzQ2MTg2._V1_SX300.jpg
1955,Capote,2005,38,m,f,m,3472,19022,0.15,0.85,0,0,http://ia.media-imdb.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg
1957,Cars 2,2011,209,m,f,m,1511,11135,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg
1962,Case 39,2009,15,m,f,m,5244,2926,0.64,0.36,0,0,http://ia.media-imdb.com/images/M/MV5BNTA4NDUyOTE5NV5BMl5BanBnXkFtZTcwOTQ3NzY3Mw@@._V1_SX300.jpg
1968,Catch Me If You Can,2002,245,m,m,m,1688,8913,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg
1973,Cecil B. DeMented,2000,2,m,m,m,2009,5758,0.26,0.74,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ5MzczNTQzMl5BMl5BanBnXkFtZTYwOTA3Mzk4._V1_SX300.jpg
1974,Cedar Rapids,2011,7,m,m,m,1819,11418,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@._V1_SX300.jpg
1975,Celeste & Jesse Forever,2012,3,f,m,m,8350,5056,0.62,0.38,0,0,http://ia.media-imdb.com/images/M/MV5BMTM0Mzk3MTY1N15BMl5BanBnXkFtZTcwNDcwNTg5Nw@@._V1_SX300.jpg
1976,The Cell,2000,98,m,m,m,4532,6556,0.41,0.59,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ3MzM4Mzc1NV5BMl5BanBnXkFtZTgwMjIxNzQxMTE@._V1_SX300.jpg
1981,The Change-Up,2011,40,m,m,m,2761,16287,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX300.jpg
1989,Charlie's Angels,2000,201,m,f,m,6964,3608,0.66,0.34,0,0,http://ia.media-imdb.com/images/M/MV5BMTc4ODI1MzM5M15BMl5BanBnXkFtZTcwMTI2NDU2MQ@@._V1_SX300.jpg
1995,Cherry Falls,2000,0,m,f,m,5392,4250,0.56,0.44,0,0,http://ia.media-imdb.com/images/M/MV5BMTk2NDMxMzU4MV5BMl5BanBnXkFtZTcwODc0MDIyMQ@@._V1_SX300.jpg
2003,Chronicle,2012,70,m,m,m,542,6943,0.07,0.93,0,0,http://ia.media-imdb.com/images/M/MV5BMjEzMjYzMDQ0MV5BMl5BanBnXkFtZTcwNzE1OTM5Ng@@._V1_SX300.jpg
2019,Clash of the Titans,2010,179,m,m,m,5206,9864,0.35,0.65,0,0,http://ia.media-imdb.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_SX300.jpg
2033,Cold Mountain,2003,137,m,m,m,12274,11568,0.51,0.49,0,0,http://ia.media-imdb.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_SX300.jpg
2035,Collateral,2004,140,m,m,m,1616,9768,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg
2041,Colombiana,2011,40,m,m,m,1417,6248,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg
2046,Conan the Barbarian,2011,23,m,m,m,2009,6568,0.23,0.77,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg
2059,Coriolanus,2011,0,m,m,m,2623,9192,0.22,0.78,0,0,http://ia.media-imdb.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_SX300.jpg
2063,Cowboys & Aliens,2011,109,m,m,m,2763,11660,0.19,0.81,0,0,http://ia.media-imdb.com/images/M/MV5BMTM1MzkyNzQ3OV5BMl5BanBnXkFtZTcwMDk1NTg2NQ@@._V1_SX300.jpg
2066,Crank,2006,36,m,m,m,613,4578,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMjg0NjAxNDY4MV5BMl5BanBnXkFtZTcwODA5MjMzMw@@._V1_SX300.jpg
2073,"Crazy, Stupid, Love.",2011,92,m,f,m,4260,8177,0.34,0.66,0,0,http://ia.media-imdb.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg
2106,The Dark Knight,2008,645,m,m,m,3246,30290,0.1,0.9,0,0,http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg
2112,Date Night,2010,108,m,m,m,5690,9940,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BODgwMjM2ODE4M15BMl5BanBnXkFtZTcwMTU2MDcyMw@@._V1_SX300.jpg
2130,Death at a Funeral,2010,47,m,m,m,3745,14995,0.2,0.8,0,0,http://ia.media-imdb.com/images/M/MV5BMTYzMDQxODE0NF5BMl5BanBnXkFtZTcwODE0MDk0Mw@@._V1_SX300.jpg
2133,The Debt,2010,34,m,f,m,2072,3934,0.34,0.66,0,0,http://ia.media-imdb.com/images/M/MV5BMjY0Mzk5MjIwNl5BMl5BanBnXkFtZTcwNzg5MDYyNQ@@._V1_SX300.jpg
2144,The Departed,2006,175,m,m,m,2030,24518,0.08,0.92,0,0,http://ia.media-imdb.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg
2146,The Descendants,2011,90,m,m,m,4601,10291,0.31,0.69,0,0,http://ia.media-imdb.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg
2148,Despicable Me 2,2013,393,m,f,m,2271,3907,0.37,0.63,0,0,http://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg
2177,Donnie Darko,2001,1,m,m,m,2982,3877,0.43,0.57,0,0,http://ia.media-imdb.com/images/M/MV5BMTczMzE4Nzk3N15BMl5BanBnXkFtZTcwNDg5Mjc4NA@@._V1_SX300.jpg
2182,Drag Me to Hell,2009,48,m,m,m,17236,7852,0.69,0.31,0,0,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NDIwMF5BMl5BanBnXkFtZTcwNzAxMTM2Mg@@._V1_SX300.jpg
2184,Drive,2011,38,m,m,m,832,4443,0.16,0.84,0,0,http://ia.media-imdb.com/images/M/MV5BOTM1ODQ0Nzc4NF5BMl5BanBnXkFtZTcwMTM0MjQyNg@@._V1_SX300.jpg
2201,Eastern Promises,2007,21,m,m,m,1812,4033,0.31,0.69,0,0,http://ia.media-imdb.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_SX300.jpg
2202,Easy A,2010,64,m,f,m,10289,1296,0.89,0.11,0,0,http://ia.media-imdb.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg
2232,Equilibrium,2002,1,m,f,m,354,2868,0.11,0.89,0,0,http://ia.media-imdb.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_SX300.jpg
2240,Eternal Sunshine of the Spotless Mind,2004,47,m,m,m,12312,10952,0.53,0.47,0,0,http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg
2254,Extract,2009,12,m,m,m,2162,12887,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BMTgzNzU3OTQ4NV5BMl5BanBnXkFtZTcwOTY3MzA4Mg@@._V1_SX300.jpg
2265,Fantastic Four,2005,210,m,m,m,3600,14088,0.2,0.8,0,0,http://ia.media-imdb.com/images/M/MV5BMTM1NTIwNjM4M15BMl5BanBnXkFtZTcwNDc2NjgyMQ@@._V1_SX300.jpg
2266,Fantastic Mr. Fox,2009,24,m,f,m,864,12442,0.06,0.94,0,0,http://ia.media-imdb.com/images/M/MV5BMTcwODE2NTI3Nl5BMl5BanBnXkFtZTcwMjUwOTY5Mg@@._V1_SX300.jpg
2275,The Fault in Our Stars,2014,133,m,m,m,10031,8434,0.54,0.46,0,0,http://ia.media-imdb.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_SX300.jpg
2289,The Fighter,2010,103,m,m,m,3744,10261,0.27,0.73,0,0,http://ia.media-imdb.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg
2294,Final Destination 2,2003,67,m,m,m,4968,2841,0.64,0.36,0,0,http://ia.media-imdb.com/images/M/MV5BMjEwMDc5MDg1NV5BMl5BanBnXkFtZTYwNzIzMTg5._V1_SX300.jpg
2296,Finding Nemo,2003,549,m,m,m,4704,14258,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMTY1MTg1NDAxOV5BMl5BanBnXkFtZTcwMjg1MDI5Nw@@._V1_SX300.jpg
2313,Foxcatcher,2014,12,m,m,m,0,8057,0,1,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ2MjQxNjYxOV5BMl5BanBnXkFtZTgwMzIwODUxMzE@._V1_SX300.jpg
2314,Fracture,2007,49,m,m,m,3612,20676,0.15,0.85,0,0,http://ia.media-imdb.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_SX300.jpg
2337,Fright Night,2011,20,f,m,m,3092,13916,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTU2MDc0NDY0M15BMl5BanBnXkFtZTcwOTgzMTYyNQ@@._V1_SX300.jpg
2343,Frozen,2013,429,f,m,m,2922,3875,0.43,0.57,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg
2344,Frozen River,2008,3,f,m,f,9884,4134,0.71,0.29,0,0,http://ia.media-imdb.com/images/M/MV5BMTk2NjMwMDgzNF5BMl5BanBnXkFtZTcwMDY0NDY3MQ@@._V1_SX300.jpg
2346,Fruitvale Station,2013,17,m,f,m,2955,4226,0.41,0.59,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ0OTU1MDkxMF5BMl5BanBnXkFtZTcwNjI5OTA3OQ@@._V1_SX300.jpg
2352,Funny People,2009,60,m,m,m,7596,36278,0.17,0.83,0,0,http://ia.media-imdb.com/images/M/MV5BMTMxNDQ5MTA5MF5BMl5BanBnXkFtZTcwMzUyMDUwMg@@._V1_SX300.jpg
2374,Garden State,2004,37,m,f,m,4784,13390,0.26,0.74,0,0,http://ia.media-imdb.com/images/M/MV5BMjc5MDE0NjkxOF5BMl5BanBnXkFtZTcwNzA0NTkyMw@@._V1_SX300.jpg
2382,Get Low,2009,10,m,m,m,2008,11588,0.15,0.85,0,0,http://ia.media-imdb.com/images/M/MV5BMTY3MjUxNDUwNl5BMl5BanBnXkFtZTcwNzk1NDk1Mw@@._V1_SX300.jpg
2399,Ghost World,2001,9,m,f,m,18692,9122,0.67,0.33,0,0,http://ia.media-imdb.com/images/M/MV5BNjkyNTgyNzUxOF5BMl5BanBnXkFtZTYwNjQ5Mjg5._V1_SX300.jpg
2408,Gladiator,2000,303,m,m,m,2778,15594,0.15,0.85,0,0,http://ia.media-imdb.com/images/M/MV5BMTgwMzQzNTQ1Ml5BMl5BanBnXkFtZTgwMDY2NTYxMTE@._V1_SX300.jpg
2426,The Good Girl,2002,20,m,f,m,8864,6936,0.56,0.44,0,0,http://ia.media-imdb.com/images/M/MV5BMTcyODIzMDk2OV5BMl5BanBnXkFtZTYwNjE1MTg5._V1_SX300.jpg
2436,Gran Torino,2008,179,m,m,m,4000,29092,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg
2445,Gravity,2013,293,m,m,m,2580,3089,0.46,0.54,0,0,http://ia.media-imdb.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg
2460,The Grudge,2004,154,m,m,m,3532,2878,0.55,0.45,0,0,http://ia.media-imdb.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_SX300.jpg
2465,Hall Pass,2011,49,m,m,m,6302,15848,0.28,0.72,0,0,http://ia.media-imdb.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_SX300.jpg
2469,The Hangover,2009,321,m,m,m,3236,26538,0.11,0.89,0,0,http://ia.media-imdb.com/images/M/MV5BMTU1MDA1MTYwMF5BMl5BanBnXkFtZTcwMDcxMzA1Mg@@._V1_SX300.jpg
2470,Hanna,2011,44,m,m,m,5722,4759,0.55,0.45,0,0,http://ia.media-imdb.com/images/M/MV5BNTAzMTg1NjY0NF5BMl5BanBnXkFtZTcwODc3MTgzNA@@._V1_SX300.jpg
2492,Harry Potter and the Goblet of Fire,2005,393,m,m,m,3472,16212,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SX300.jpg
2498,He's Just Not That Into You,2009,109,f,f,m,15708,11042,0.59,0.41,0,0,http://ia.media-imdb.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_SX300.jpg
2530,The Help,2011,186,m,m,m,21540,1951,0.92,0.08,0,0,http://ia.media-imdb.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX300.jpg
2535,Hesher,2010,0,m,m,m,3462,6109,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BMTUzMjU1NzY4NV5BMl5BanBnXkFtZTcwODg0ODU4NA@@._V1_SX300.jpg
2536,High Fidelity,2000,44,m,m,m,10270,31114,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_SX300.jpg
2547,The Hitchhiker's Guide to the Galaxy,2005,69,m,m,m,2768,19252,0.13,0.87,0,0,http://ia.media-imdb.com/images/M/MV5BMjEwOTk4NjU2MF5BMl5BanBnXkFtZTYwMDA3NzI3._V1_SX300.jpg
2548,Hollow Man,2000,118,m,f,m,6032,10502,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BMTE5OTQ3MTI2M15BMl5BanBnXkFtZTYwMTM0Mjc3._V1_SX300.jpg
2551,Horrible Bosses,2011,129,m,m,m,1125,11150,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg
2558,Hot Tub Time Machine,2010,55,m,m,m,1169,12196,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg
2566,How to Train Your Dragon,2010,239,m,f,m,1947,14848,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg
2567,How to Train Your Dragon 2,2014,188,m,f,m,1887,6638,0.22,0.78,0,0,http://ia.media-imdb.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg
2576,Human Nature,2001,1,m,m,m,8896,10308,0.46,0.54,0,0,http://ia.media-imdb.com/images/M/MV5BMTQyODUwNDI2NV5BMl5BanBnXkFtZTcwNzEyMjcyMQ@@._V1_SX300.jpg
2579,I Am Number Four,2011,60,m,m,m,2926,10237,0.22,0.78,0,0,http://ia.media-imdb.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg
2580,I Am Sam,2001,61,f,m,f,10596,5480,0.66,0.34,0,0,http://ia.media-imdb.com/images/M/MV5BMTg4Nzg0MDg4N15BMl5BanBnXkFtZTYwNTAxMzU5._V1_SX300.jpg
2582,I Love You Phillip Morris,2009,2,m,m,m,881,8417,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BNDkzMjkwNjc5NV5BMl5BanBnXkFtZTcwNzEyOTk5Mw@@._V1_SX300.jpg
2594,The Imaginarium of Doctor Parnassus,2009,8,m,f,m,2724,12290,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg
2597,In the Loop,2009,2,m,m,m,7050,22050,0.24,0.76,0,0,http://ia.media-imdb.com/images/M/MV5BMTU2NzQxNzA1OF5BMl5BanBnXkFtZTcwNzQ0NDk0Mg@@._V1_SX300.jpg
2598,Inception,2010,323,m,m,m,2678,12406,0.18,0.82,0,0,http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg
2618,Insidious,2010,59,m,m,m,4351,3879,0.53,0.47,0,0,http://ia.media-imdb.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SX300.jpg
2619,Insomnia,2002,100,f,m,m,3606,10978,0.25,0.75,0,0,http://ia.media-imdb.com/images/M/MV5BMTM5Nzk2NDY3MF5BMl5BanBnXkFtZTgwMzI5MDgxMTE@._V1_SX300.jpg
2625,Into the Wild,2007,23,m,m,m,6718,12204,0.36,0.64,0,0,http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX300.jpg
2632,Invictus,2009,43,m,m,m,713,6534,0.1,0.9,0,0,http://ia.media-imdb.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg
2634,The Iron Lady,2011,32,f,m,f,4895,2075,0.7,0.3,0,0,http://ia.media-imdb.com/images/M/MV5BODEzNDUyMDE3NF5BMl5BanBnXkFtZTcwMTgzOTg3Ng@@._V1_SX300.jpg
2644,It's Complicated,2009,131,f,f,f,5765,5203,0.53,0.47,0,0,http://ia.media-imdb.com/images/M/MV5BMjQ0NjM2NTI4N15BMl5BanBnXkFtZTcwNjQ2MDc5Mg@@._V1_SX300.jpg
2651,The Jacket,2005,8,m,m,m,3013,7408,0.29,0.71,0,0,http://ia.media-imdb.com/images/M/MV5BMTUyMjEwNjE4M15BMl5BanBnXkFtZTcwNzQ5MDgyMQ@@._V1_SX300.jpg
2660,Jane Eyre,2011,12,f,m,m,8849,7696,0.53,0.47,0,0,http://ia.media-imdb.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_SX300.jpg
2664,Jason X,2001,19,m,m,m,3235,5130,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ3NjA5NjcyNl5BMl5BanBnXkFtZTYwMzg5NjQ5._V1_SX300.jpg
2673,Jay and Silent Bob Strike Back,2001,46,m,m,m,4838,19270,0.2,0.8,0,0,http://ia.media-imdb.com/images/M/MV5BMTIwNTMxMjA2Ml5BMl5BanBnXkFtZTcwNTIyNTEzMQ@@._V1_SX300.jpg
2688,Juno,2007,180,f,m,m,17534,5138,0.77,0.23,0,0,http://ia.media-imdb.com/images/M/MV5BMTgxMjgyMTcyNF5BMl5BanBnXkFtZTcwMDg1MTU1MQ@@._V1_SX300.jpg
2704,King Kong,2005,295,f,f,m,1394,9752,0.13,0.87,0,0,http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1_SX300.jpg
2708,The King's Speech,2010,153,m,m,m,1574,13746,0.1,0.9,0,0,http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg
2714,Knocked Up,2007,188,m,m,m,9169,15607,0.37,0.63,0,0,http://ia.media-imdb.com/images/M/MV5BMTU1Njk0ODEwOF5BMl5BanBnXkFtZTYwMzA3ODc2._V1_SX300.jpg
2719,Kung Fu Panda,2008,260,m,m,m,1058,10262,0.09,0.91,0,0,http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1_SX300.jpg
2736,Last Chance Harvey,2008,18,m,m,m,4380,6880,0.39,0.61,0,0,http://ia.media-imdb.com/images/M/MV5BMTU1MDM5OTMwM15BMl5BanBnXkFtZTcwMTAzOTAwMg@@._V1_SX300.jpg
2739,The Last Samurai,2003,160,m,m,m,240,16556,0.01,0.99,0,0,http://ia.media-imdb.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg
2742,The Last Station,2009,7,m,f,m,7144,11926,0.37,0.63,0,0,http://ia.media-imdb.com/images/M/MV5BMTA4MTAzNTQzMDNeQTJeQWpwZ15BbWU3MDgzNTg2MDM@._V1_SX300.jpg
2754,Les MisŠrables,2012,162,m,m,m,3079,10977,0.22,0.78,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@._V1_SX300.jpg
2769,Life of Pi,2012,136,m,m,m,289,6914,0.04,0.96,0,0,http://ia.media-imdb.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg
2775,Limitless,2011,86,f,m,m,1858,9012,0.17,0.83,0,0,http://ia.media-imdb.com/images/M/MV5BMTY3NjczNzc5Nl5BMl5BanBnXkFtZTcwMzA2MzQyNA@@._V1_SX300.jpg
2777,Lincoln,2012,198,m,f,m,1716,12134,0.12,0.88,0,0,http://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg
2779,The Lincoln Lawyer,2011,63,m,m,m,3303,16138,0.17,0.83,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_SX300.jpg
2785,Little Nicky,2000,63,m,m,m,2418,14414,0.14,0.86,0,0,http://ia.media-imdb.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_SX300.jpg
2804,Lord of War,2005,32,m,m,m,1530,18110,0.08,0.92,0,0,http://ia.media-imdb.com/images/M/MV5BMjEzNDM2OTgzN15BMl5BanBnXkFtZTcwMzU3MTIzMQ@@._V1_SX300.jpg
2805,The Losers,2010,25,m,f,m,914,7537,0.11,0.89,0,0,http://ia.media-imdb.com/images/M/MV5BMjU3MTU0NDI4Nl5BMl5BanBnXkFtZTcwMTE0NDMyMw@@._V1_SX300.jpg
2812,Lost in Translation,2003,64,f,m,f,2220,1865,0.54,0.46,0,0,http://ia.media-imdb.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_SX300.jpg
